,question1,question2,is_duplicate
6506,짝남한테 밥 먹자고 그냥 해볼까.,짝남한테 밥 먹자고 그냥 해볼까.,0
6507,짝남한테 시덥지 않은 걸로 선톡해도 될까?,짝남한테 시덥지 않은 걸로 선톡해도 될까?,0
6508,짝남한테 실망했어요.,짝남한테 실망했어요.,0
6509,짝남한테 아침에 데이트 신청했는데 오늘 야근이야.,짝남한테 아침에 데이트 신청했는데 오늘 야근이야.,0
6510,짝남한테 여러 번 차이다가 나중에 사귀게 된 사람도 있을까?,짝남한테 여러 번 차이다가 나중에 사귀게 된 사람도 있을까?,0
6511,짝남한테 연락할까?,짝남한테 연락할까?,0
6512,짝남한테 은근슬쩍 좋아하는 티 내는 방법 좀.,짝남한테 은근슬쩍 좋아하는 티 내는 방법 좀.,0
6513,짝남한테 잘 보이고 싶은데.,짝남한테 잘 보이고 싶은데.,0
6514,짝남한테 정 떼는 방법 없나.,짝남한테 정 떼는 방법 없나.,0
6515,짝남한테 좋아하는거 들켰는데 그냥 예전처럼 편하게 지내고 싶어.,짝남한테 좋아하는거 들켰는데 그냥 예전처럼 편하게 지내고 싶어.,0
6516,짝남한테 주말에 만나자고 했는데 일 있대 계속 언제 되는지 물어봐도 되나.,짝남한테 주말에 만나자고 했는데 일 있대 계속 언제 되는지 물어봐도 되나.,0
6517,짝남한테 크리스마스 선물할건데 추천 좀.,짝남한테 크리스마스 선물할건데 추천 좀.,0
6518,짝남한테 톡 와 있네.,짝남한테 톡 와 있네.,0
6519,짝남한테 혼자 화나고.,짝남한테 혼자 화나고.,0
6520,짝남한테도 철벽이게 돼 왜그럴까.,짝남한테도 철벽이게 돼 왜그럴까.,0
6521,짝녀 고민 들어줘.,짝녀 고민 들어줘.,0
6522,짝녀 관련돼서 악몽을 자주 꾸는데 불안함.,짝녀 관련돼서 악몽을 자주 꾸는데 불안함.,0
6523,짝녀 기분이 안좋아 보여서 신경 쓰임.,짝녀 기분이 안좋아 보여서 신경 쓰임.,0
6524,짝녀 나한테 마음이 있는걸까?,짝녀 나한테 마음이 있는걸까?,0
6525,짝녀 남친 생겼네.,짝녀 남친 생겼네.,0
6526,짝녀 때문에 화가나요.,짝녀 때문에 화가나요.,0
6527,짝녀 마음 정리하는 중이데 자꾸 꿈에 나옵니다.,짝녀 마음 정리하는 중이데 자꾸 꿈에 나옵니다.,0
6528,짝녀 보고싶다.,짝녀 보고싶다.,0
6529,짝녀 보란듯이 성공하고 싶습니다.,짝녀 보란듯이 성공하고 싶습니다.,0
6530,짝녀 보란듯이 잊고 싶어요.,짝녀 보란듯이 잊고 싶어요.,0
6531,짝녀 생각에 잠을 못자겠어.,짝녀 생각에 잠을 못자겠어.,0
6532,짝녀 생각할수록 정리 되는 느낌.,짝녀 생각할수록 정리 되는 느낌.,0
6533,짝녀 선물 어디까지 가능?,짝녀 선물 어디까지 가능?,0
6534,짝녀 알바 그만둬서 못나는데 연락처 물어보면 싫어할까.,짝녀 알바 그만둬서 못나는데 연락처 물어보면 싫어할까.,0
6535,짝녀 연락 끊긴지 꽤 됐는데 연락해도 될까요?,짝녀 연락 끊긴지 꽤 됐는데 연락해도 될까요?,0
6536,짝녀 오랫동안 멀리서 지켜보기만 하고 있습니다.,짝녀 오랫동안 멀리서 지켜보기만 하고 있습니다.,0
6537,짝녀 있는데 소개팅 들어오면 받아도 되나요?,짝녀 있는데 소개팅 들어오면 받아도 되나요?,0
6538,짝녀 잊으려면 인스타부터 안 해야할듯.,짝녀 잊으려면 인스타부터 안 해야할듯.,0
6539,짝녀 줄 센스있는 선물 추천 좀 해주세요.,짝녀 줄 센스있는 선물 추천 좀 해주세요.,0
6540,짝녀 프사 자음이 궁금함.,짝녀 프사 자음이 궁금함.,0
6541,짝녀가 고시생인데 언제까지 기다려야 할까요.,짝녀가 고시생인데 언제까지 기다려야 할까요.,0
6542,짝녀가 공시생인데 기다릴까요?,짝녀가 공시생인데 기다릴까요?,0
6543,짝녀가 나를 떠보는 걸까.,짝녀가 나를 떠보는 걸까.,0
6544,짝녀가 나를 좋아하는 애의 절친이야.,짝녀가 나를 좋아하는 애의 절친이야.,0
6545,짝녀가 나한테 관심이 전혀 없는 듯.,짝녀가 나한테 관심이 전혀 없는 듯.,0
6546,짝녀가 나한테 먼저 연락올 일은 없겠지?,짝녀가 나한테 먼저 연락올 일은 없겠지?,0
6547,짝녀가 날 너무 친구로 생각해.,짝녀가 날 너무 친구로 생각해.,0
6548,짝녀가 내 친구를 좋아하는 것 같음. 어떡해?,짝녀가 내 친구를 좋아하는 것 같음. 어떡해?,0
6549,짝녀가 내 친구를 좋아해.,짝녀가 내 친구를 좋아해.,0
6550,짝녀가 내 톡은 안 읽고 프사 바꿈.,짝녀가 내 톡은 안 읽고 프사 바꿈.,0
6551,짝녀가 내가 좋아하는 걸 알아버렸어.,짝녀가 내가 좋아하는 걸 알아버렸어.,0
6552,짝녀가 너무 이뻐서 찝적대는 사람이 너무 많아.,짝녀가 너무 이뻐서 찝적대는 사람이 너무 많아.,0
6553,짝녀가 다른 남자를 좋아한대.,짝녀가 다른 남자를 좋아한대.,0
6554,짝녀가 다른반인데 친해지는 방법없을까?,짝녀가 다른반인데 친해지는 방법없을까?,0
6555,짝녀가 단톡에선 답장하고 갠톡은 답장 안해.,짝녀가 단톡에선 답장하고 갠톡은 답장 안해.,0
6556,짝녀가 몇일째 카톡 안읽씹하면 거절인거죠?,짝녀가 몇일째 카톡 안읽씹하면 거절인거죠?,0
6557,짝녀가 사귀던 사람이랑 헤어졌는데 좋아한다고 고백해도 되나.,짝녀가 사귀던 사람이랑 헤어졌는데 좋아한다고 고백해도 되나.,0
6558,짝녀가 어떻게 하면 내 생각을 하게 할까?,짝녀가 어떻게 하면 내 생각을 하게 할까?,0
6559,짝녀가 여친이 되었습니다.,짝녀가 여친이 되었습니다.,0
6560,짝녀가 연락 안 되고 있는데 자나?,짝녀가 연락 안 되고 있는데 자나?,0
6561,짝녀가 예쁜 건 아닌데 끌려.,짝녀가 예쁜 건 아닌데 끌려.,0
6562,짝녀가 외국인인데 연락처 물어봐도 될까.,짝녀가 외국인인데 연락처 물어봐도 될까.,0
6563,짝녀가 외국인인데 좋아해도 되나?,짝녀가 외국인인데 좋아해도 되나?,0
6564,짝녀가 우리 과에서 인기가 너무 많아.,짝녀가 우리 과에서 인기가 너무 많아.,0
6565,짝녀가 우리 과에서 제일 인기가 많은 듯.,짝녀가 우리 과에서 제일 인기가 많은 듯.,0
6566,짝녀가 운동을 한다는데 같이 하고싶어,짝녀가 운동을 한다는데 같이 하고싶어,0
6567,짝녀가 음식을 가리는 편인데 뭘 먹으면 좋을까?,짝녀가 음식을 가리는 편인데 뭘 먹으면 좋을까?,0
6568,짝녀가 이사간다는데 너무 힘들어.,짝녀가 이사간다는데 너무 힘들어.,0
6569,짝녀가 있는데 내게 연애는 사치인거같아.,짝녀가 있는데 내게 연애는 사치인거같아.,0
6570,짝녀가 있었는데 못 잊겠어.,짝녀가 있었는데 못 잊겠어.,0
6571,짝녀가 저한테 관심이 없는 것 같은데도 계속 연락해도 될까요.,짝녀가 저한테 관심이 없는 것 같은데도 계속 연락해도 될까요.,0
6572,짝녀가 절 신경쓰는 것 같은 건 내 착가인가요?,짝녀가 절 신경쓰는 것 같은 건 내 착가인가요?,0
6573,짝녀가 졸업하는데 어떤 꽃을 선물하면 좋아할까?,짝녀가 졸업하는데 어떤 꽃을 선물하면 좋아할까?,0
6574,짝녀가 좋아하는 사람 있거나 남친 있으면 포기하는 이유가 뭐임?,짝녀가 좋아하는 사람 있거나 남친 있으면 포기하는 이유가 뭐임?,0
6575,짝녀가 좋아하는 사람이 있답니다.,짝녀가 좋아하는 사람이 있답니다.,0
6576,짝녀가 좋아하는거 눈치 1도 못챔.,짝녀가 좋아하는거 눈치 1도 못챔.,0
6577,짝녀가 차갑게 굴면 어떻게 해요?,짝녀가 차갑게 굴면 어떻게 해요?,0
6578,짝녀가 학교에서 소문이 안 좋아.,짝녀가 학교에서 소문이 안 좋아.,0
6579,짝녀는 짝녀일 뿐이건가.,짝녀는 짝녀일 뿐이건가.,0
6580,짝녀랑 갑자기 어색해졌습니다.,짝녀랑 갑자기 어색해졌습니다.,0
6581,짝녀랑 누나 이름이 똑같애.,짝녀랑 누나 이름이 똑같애.,0
6582,짝녀랑 드디어 사귄다!,짝녀랑 드디어 사귄다!,0
6583,짝녀랑 술 마셨는데 이제 진짜 접어야하나봐.,짝녀랑 술 마셨는데 이제 진짜 접어야하나봐.,0
6584,짝녀랑 약속 파토 났어요.,짝녀랑 약속 파토 났어요.,0
6585,짝녀랑 얼굴 마주보고 대화할 때 미칠 것 같아.,짝녀랑 얼굴 마주보고 대화할 때 미칠 것 같아.,0
6586,짝녀랑 연락이 끊겼는데 더 연락하고 싶어.,짝녀랑 연락이 끊겼는데 더 연락하고 싶어.,0
6587,짝녀랑 저녁에 보기로 했는데 연락두절임.,짝녀랑 저녁에 보기로 했는데 연락두절임.,0
6588,짝녀랑 조금이라도 닮으면 눈이 가는 듯.,짝녀랑 조금이라도 닮으면 눈이 가는 듯.,0
6589,짝녀랑 카톡했던거 다시 읽어 보는데 거의 다만 물어보네.,짝녀랑 카톡했던거 다시 읽어 보는데 거의 다만 물어보네.,0
6590,짝녀를 반 애들 다 알게 공개적으로 좋아하면 싫어할까요?,짝녀를 반 애들 다 알게 공개적으로 좋아하면 싫어할까요?,0
6591,짝녀에게 남친이 있었습니다.,짝녀에게 남친이 있었습니다.,0
6592,짝녀에게 내 옷좀 봐달라고 만나자 해도 될까?,짝녀에게 내 옷좀 봐달라고 만나자 해도 될까?,0
6593,짝녀에게 다가가려면 짝녀의 친구에게 먼저 다가가는게 나을까?,짝녀에게 다가가려면 짝녀의 친구에게 먼저 다가가는게 나을까?,0
6594,짝녀와 같이 드라이브갈껀데 어디로 갈까?,짝녀와 같이 드라이브갈껀데 어디로 갈까?,0
6595,짝녀와 자연스럽게 친해질 수 있는 방법 좀.,짝녀와 자연스럽게 친해질 수 있는 방법 좀.,0
6596,짝녀의 전 남친이 나탔났음.,짝녀의 전 남친이 나탔났음.,0
6597,짝녀한테 같이 스터디하자고 해도 되나요?,짝녀한테 같이 스터디하자고 해도 되나요?,0
6598,짝녀한테 고백했는데 미안하대.,짝녀한테 고백했는데 미안하대.,0
6599,짝녀한테 고백했는데 잘 됐으면.,짝녀한테 고백했는데 잘 됐으면.,0
6600,짝녀한테 고백했는데 짝녀가 오해하게 해서 너무 미안하다네요.,짝녀한테 고백했는데 짝녀가 오해하게 해서 너무 미안하다네요.,0
6601,짝녀한테 공부 가르쳐달라고 해볼까,짝녀한테 공부 가르쳐달라고 해볼까,0
6602,짝녀한테 라인 왔는데 뭐라고 답장 해야할지 모르겠어.,짝녀한테 라인 왔는데 뭐라고 답장 해야할지 모르겠어.,0
6603,짝녀한테 문자 왔어.,짝녀한테 문자 왔어.,0
6604,짝녀한테 실망했음.,짝녀한테 실망했음.,0
6605,짝녀한테 여러 번 차였는데 사귈 수 있을까요.,짝녀랑 사귈 수 있을까요.,0
6606,짝녀한테 연락해볼까?,짝녀한테 연락해볼까?,0
6607,짝녀한테 영화 보자고 그냥 해볼까.,짝녀한테 영화 보자고 그냥 해볼까.,0
6608,짝녀한테 의미 없는 선톡 해도 될까요?,짝녀한테 의미 없는 선톡 해도 될까요?,0
6609,짝녀한테 잘 보이고 싶은데.,짝녀한테 잘 보이고 싶은데.,0
6610,짝녀한테 주말에 보자고 연락했는데 일정이 있대요. 언제되는지 계속 물어도 될까요.,짝녀한테 주말에 보자고 연락했는데 일정이 있대요. 언제되는지 계속 물어도 될까요.,0
6611,짝녀한테 줄임말 쓰면 안됨?,짝녀한테 줄임말 쓰면 안됨?,0
6612,짝녀한테 카페 가서 같이 공부하자고 해볼까?,짝녀한테 카페 가서 같이 공부하자고 해볼까?,0
6613,짝녀한테 크리스마스 선물로 뭐가 좋음?,짝녀한테 크리스마스 선물로 뭐가 좋음?,0
6614,짝녀한테 휘둘리고 싶지 않은데 이러는 내가 싫다.,짝녀한테 휘둘리고 싶지 않은데 이러는 내가 싫다.,0
6615,짝녀한테도 철벽쳐요. 성격이 왜 그럴까요.,짝녀한테도 철벽쳐요. 성격이 왜 그럴까요.,0
6616,짝사랑,짧은만남 만남보다긴이별 재회는 아니라는걸 깨달음,1
6617,짝사랑 그만할래,짝사랑 그만하고 싶다,0
6618,짝사랑 끝내고 나니 마음이 공허하다.,짝사랑 끝내고 나니 마음이 공허하다.,0
6619,짝사랑 시작하고 감정 기복이 심해.,짝사랑 시작하고 감정 기복이 심해.,0
6620,짝사랑 중이었는데 솔로 탈출했어요.,짝사랑 중이었는데 솔로 탈출했어요.,0
6621,짝사랑 중인 내가 이해가 안돼.,짝사랑 중인 내가 이해가 안돼.,0
6622,짝사랑 중인데 나혼자 영화찍어.,짝사랑 중인데 나혼자 드라마 찍음.,0
6623,짝사랑 중인데 나혼자 치정 로맨스야.,짝사랑 중인데 나혼자 치정 로맨스야.,0
6624,짝사랑 중인데 이 세상에 나만 힘든 것 같아.,짝사랑 중인데 이 세상에 나만 힘든 것 같아.,0
6625,짝사랑 중일 때 장점.,짝사랑 중일 때 장점.,0
6626,짝사랑 진짜 힘드네,짝사랑 진짜 못해먹겠다.,0
6627,짝사랑 포기하는 것도 힘드네.,짝사랑 포기하는 것도 힘드네.,0
6628,짝사랑 포기하려니까 우울해.,짝사랑 포기하려니까 우울해.,0
6629,짝사랑 하는 남자 때문에 하루에도 몇 번 기분이 왔다갔다해,짝사랑 하는 남자 때문에 하루에도 몇 번 기분이 달라져.,0
6630,짝사랑 하는 남자가 외국인인데 어떻게 다가갈 수 있을까?,짝사랑 하는 남자가 외국인인데 어떻게 다가갈 수 있을까?,0
6631,짝사랑 하는 남자애가 이사 간대.,짝사랑 하는 남자애가 이사 간대.,0
6632,짝사랑 하는 사람과 친해질 수 있는 방법 조언 좀.,짝사랑 하는 사람과 친해질 수 있는 방법 조언 좀.,0
6633,짝사랑 하는 사람보다 좋은 사람 만날거야.,짝사랑 하는 사람보다 좋은 사람 만날거야.,0
6634,짝사랑 하는 사람을 보냈습니다. 위로해 주세요.,짝사랑 하는 사람을 보냈습니다. 위로해 주세요.,0
6635,짝사랑 하는 사람이 날 좋아할 확률은?,짝사랑 하는 사람이 날 좋아할 확률은?,0
6636,짝사랑 하는 사람이 날 좋아할리는 없겠지?,짝사랑 하는 사람이 날 좋아할리는 없겠지?,0
6637,짝사랑 하는 사람이 너무 잘나서 내가 작아보여.,짝사랑 하는 사람이 너무 잘나서 내가 작아보여.,0
6638,짝사랑 하는 사람이랑 잘됐으면 좋겠다.,짝사랑 하는 사람이랑 잘됐으면 좋겠다.,0
6639,짝사랑 하는 상대가 나를 싫어하는 것 같애.,짝사랑 하는 상대가 나를 싫어하는 것 같애.,0
6640,짝사랑 하는 여자 때문에 신경이 곤두서.,짝사랑 하는 여자 때문에 신경이 곤두서.,0
6641,짝사랑 하는 여자가 헷갈리게 합니다.,짝사랑 하는 여자가 헷갈리게 합니다.,0
6642,짝사랑 하는 여자랑 뽀뽀하는 꿈 꿨어요.,짝사랑 하는 여자랑 뽀뽀하는 꿈 꿨어요.,0
6643,짝사랑 하는 여자애가 오늘 꿈에 나온다면 소원이 없겠네.,짝사랑 하는 여자애가 오늘 꿈에 나온다면 소원이 없겠네.,0
6644,짝사랑 하는 여자에 대한 고민 좀 들어주세요.,짝사랑 하는 여자에 대한 고민 좀 들어주세요.,0
6645,짝사랑 하는 여자한테 고백한다? 안한다?,짝사랑 하는 여자한테 고백한다? 안한다?,0
6646,짝사랑 하니까 감정 기복 장난 아님.,짝사랑 하니까 감정 기복 장난 아님.,0
6647,짝사랑 하던 사람이 있는데 끝까지 포기 못할 것 같아.,짝사랑 하던 사람 못 잊을 것 같애.,0
6648,짝사랑 하던 사람이랑 썸 타고 싶어.,짝사랑 하던 사람이랑 썸 타고 싶어.,0
6649,짝사랑 하던 사람이랑 썸 탈 것 같애.,짝사랑 하던 사람이랑 썸 탈 것 같애.,0
